-81.09989 36.48296 3.067 205.0 30.0 -85.0 5.14 0.0 0.0 0.0
-81.10773 36.49231 2.773 261.0 71.0 26.0 0.91 0.0 0.0 0.0142
-81.08893 36.47091 9.339 111.0 79.0 -47.0 1.8 0.0 0.0 0.1516
-81.09626 36.48843 9.274 127.0 43.0 -45.0 1.72 0.0 0.0 0.1604
-81.10265 36.4781 1.305 203.0 65.0 -89.0 0.8 0.0 0.0 0.5355
-81.1013 36.47691 4.061 284.0 60.0 -33.0 1.97 0.0 0.0 0.7483
-81.07315 36.49657 0.582 253.0 27.0 4.0 2.15 0.0 0.0 0.858
-81.10242 36.46097 2.192 120.0 72.0 26.0 1.89 0.0 0.0 1.3931
-81.09306 36.47279 0.224 37.0 78.0 73.0 -1.33 0.0 0.0 1.4069
-81.10851 36.49588 0.044 90.0 33.0 6.0 -0.58 0.0 0.0 1.4092
-81.09734 36.47689 3.195 107.0 53.0 56.0 0.67 0.0 0.0 1.4327
-81.09625 36.48535 0.475 72.0 71.0 -56.0 -0.04 0.0 0.0 1.4391
-81.11207 36.49672 1.909 68.0 40.0 -75.0 -1.7 0.0 0.0 1.4525
-81.0867 36.47902 1.267 85.0 45.0 5.0 -1.17 0.0 0.0 1.4681
-81.09913 36.47466 0.56 45.0 59.0 59.0 -1.49 0.0 0.0 1.4795
-81.08512 36.46914 0.64 254.0 44.0 6.0 -0.73 0.0 0.0 1.4896
-81.08748 36.47139 0.501 261.0 48.0 -40.0 -0.81 0.0 0.0 1.5202
-81.09522 36.47805 0.738 46.0 34.0 33.0 -0.81 0.0 0.0 1.5229
-81.09502 36.49642 0.081 335.0 12.0 -32.0 -1.27 0.0 0.0 1.5251
-81.09677 36.4857 0.531 340.0 47.0 -79.0 -0.65 0.0 0.0 1.5432
-81.10734 36.50499 0.041 159.0 52.0 0.0 -1.58 0.0 0.0 1.5459
-81.10265 36.48415 2.105 38.0 68.0 -60.0 -1.68 0.0 0.0 1.5516
-81.10718 36.49757 0.669 27.0 82.0 7.0 -1.56 0.0 0.0 1.5577
-81.08883 36.48613 1.863 192.0 90.0 53.0 -1.0 0.0 0.0 1.5751
-81.09669 36.47121 2.474 134.0 36.0 -69.0 -1.69 0.0 0.0 1.5779
-81.10895 36.4954 0.519 348.0 70.0 57.0 -1.44 0.0 0.0 1.5942
-81.10638 36.49577 1.513 16.0 64.0 -24.0 -1.24 0.0 0.0 1.598
-81.10751 36.48924 1.356 62.0 79.0 -28.0 -1.41 0.0 0.0 1.6053
-81.10889 36.49779 0.027 103.0 48.0 -56.0 -0.5 0.0 0.0 1.6133
-81.10831 36.49538 0.103 59.0 60.0 36.0 -1.69 0.0 0.0 1.6298
-81.09077 36.47868 1.065 66.0 74.0 7.0 -2.0 0.0 0.0 1.6374
-81.08659 36.48944 1.023 227.0 57.0 87.0 -1.36 0.0 0.0 1.6548
-81.0991 36.48075 3.309 23.0 34.0 85.0 -1.58 0.0 0.0 1.673
-81.1118 36.49833 0.039 45.0 52.0 -15.0 -1.58 0.0 0.0 1.6776
-81.11073 36.4913 0.009 345.0 62.0 -37.0 -0.9 0.0 0.0 1.6814
-81.08318 36.47343 0.524 41.0 79.0 -36.0 -1.23 0.0 0.0 1.6838
-81.09541 36.49672 0.024 140.0 88.0 -36.0 -1.67 0.0 0.0 1.7084
-81.11253 36.49489 0.016 275.0 58.0 -57.0 -1.08 0.0 0.0 1.7204
-81.09065 36.48159 0.985 324.0 45.0 21.0 -1.91 0.0 0.0 1.7323
-81.11143 36.49526 0.043 41.0 39.0 9.0 -1.66 0.0 0.0 1.7381
-81.10992 36.49182 0.03 21.0 68.0 -19.0 -1.61 0.0 0.0 1.755
-81.08685 36.47569 1.985 119.0 79.0 -2.0 -1.62 0.0 0.0 1.7997
-81.09557 36.49441 2.188 128.0 48.0 46.0 -0.93 0.0 0.0 1.8515
-81.10307 36.47309 1.595 6.0 85.0 58.0 1.24 0.0 0.0 1.8794
-81.1024 36.48902 2.374 321.0 47.0 -44.0 -1.51 0.0 0.0 1.9058
-81.10602 36.49677 1.545 36.0 47.0 0.0 -1.58 0.0 0.0 1.9134
-81.09584 36.49511 2.079 347.0 53.0 -24.0 -1.67 0.0 0.0 1.9149
-81.09531 36.48855 0.483 355.0 68.0 -84.0 -1.64 0.0 0.0 1.9372
-81.09287 36.48595 0.953 334.0 73.0 -63.0 -1.46 0.0 0.0 1.9404
-81.09634 36.47973 0.641 215.0 64.0 -47.0 0.37 0.0 0.0 1.945
-81.10979 36.50696 0.042 326.0 44.0 32.0 2.22 0.0 0.0 1.9463
-81.1061 36.49105 0.006 98.0 84.0 -36.0 -1.13 0.0 0.0 1.9657
-81.09537 36.47761 0.67 178.0 35.0 -41.0 0.33 0.0 0.0 2.0282
-81.0924 36.49391 1.142 117.0 54.0 10.0 -0.1 0.0 0.0 2.1146
-81.09265 36.46885 2.247 209.0 79.0 -41.0 -0.94 0.0 0.0 2.1388
-81.10703 36.49341 0.805 204.0 24.0 -30.0 0.66 0.0 0.0 2.1967
-81.08927 36.45618 0.029 302.0 46.0 82.0 0.31 0.0 0.0 2.1989
-81.10348 36.51495 0.051 317.0 88.0 -39.0 0.3 0.0 0.0 2.2356
-81.09289 36.50481 3.082 301.0 61.0 -52.0 0.18 0.0 0.0 2.2497
-81.09373 36.49287 4.441 173.0 56.0 69.0 -0.49 0.0 0.0 2.2507
-81.10899 36.49502 0.019 4.0 89.0 -86.0 -0.63 0.0 0.0 2.2597
-81.08211 36.47756 0.058 19.0 46.0 -64.0 -1.05 0.0 0.0 2.2877
-81.10369 36.51497 0.053 187.0 83.0 32.0 0.86 0.0 0.0 2.2943
-81.09432 36.49783 3.405 194.0 61.0 34.0 -0.66 0.0 0.0 2.2978
-81.09393 36.49657 3.469 178.0 83.0 -36.0 -0.03 0.0 0.0 2.2983
-81.10905 36.49801 0.009 240.0 66.0 -46.0 -1.19 0.0 0.0 2.3067
-81.113 36.50097 0.03 222.0 64.0 -59.0 -1.17 0.0 0.0 2.3196
-81.09421 36.49562 3.596 225.0 9.0 -90.0 -0.72 0.0 0.0 2.3283
-81.09366 36.50571 2.736 41.0 49.0 -68.0 -0.57 0.0 0.0 2.333
-81.10233 36.47898 1.422 64.0 60.0 -63.0 2.87 0.0 0.0 2.3596
-81.10754 36.49633 1.236 325.0 80.0 -90.0 -1.03 0.0 0.0 2.4111
-81.10968 36.50315 0.032 23.0 90.0 4.0 -1.15 0.0 0.0 2.4301
-81.09049 36.49091 3.596 90.0 58.0 57.0 -1.16 0.0 0.0 2.4423
-81.10476 36.51332 1.418 132.0 72.0 9.0 -0.31 0.0 0.0 2.45
-81.10653 36.49438 0.031 165.0 83.0 54.0 -0.99 0.0 0.0 2.4573
-81.10377 36.51097 0.062 3.0 59.0 -62.0 0.41 0.0 0.0 2.4732
-81.09506 36.48727 2.409 187.0 40.0 -13.0 -1.62 0.0 0.0 2.4784
-81.09445 36.4874 1.268 197.0 66.0 5.0 -1.95 0.0 0.0 2.5141
-81.10842 36.49538 0.181 247.0 86.0 -13.0 -1.38 0.0 0.0 2.5499
-81.09502 36.4854 2.449 297.0 30.0 -66.0 -0.2 0.0 0.0 2.5599
-81.09498 36.49199 2.719 154.0 77.0 11.0 -1.88 0.0 0.0 2.5618
-81.1052 36.46906 0.738 194.0 24.0 72.0 -0.37 0.0 0.0 2.5779
-81.09586 36.49234 2.698 0.0 11.0 -51.0 -1.18 0.0 0.0 2.6179
-81.10274 36.51104 1.959 82.0 62.0 20.0 0.48 0.0 0.0 2.6226
-81.10306 36.51196 2.027 100.0 83.0 -10.0 -0.3 0.0 0.0 2.6309
-81.09555 36.4922 2.671 274.0 80.0 77.0 -0.73 0.0 0.0 2.6406
-81.0917 36.47848 0.892 122.0 80.0 86.0 -2.36 0.0 0.0 2.6653
-81.08594 36.46804 2.218 131.0 82.0 27.0 -1.42 0.0 0.0 2.7207
-81.09007 36.47297 2.857 306.0 78.0 56.0 -0.65 0.0 0.0 2.729
-81.10551 36.49646 1.225 127.0 16.0 8.0 -1.51 0.0 0.0 2.7314
-81.10361 36.47478 1.702 147.0 27.0 -11.0 2.15 0.0 0.0 2.7529
-81.10918 36.49369 0.044 173.0 66.0 -71.0 -1.47 0.0 0.0 2.7847
-81.10112 36.48023 2.298 9.0 70.0 71.0 -0.41 0.0 0.0 2.7927
-81.10008 36.47367 1.282 270.0 45.0 20.0 0.4 0.0 0.0 2.8179
-81.09161 36.48375 1.436 56.0 71.0 -8.0 1.4 0.0 0.0 2.8346
-81.09518 36.478 0.715 0.0 80.0 -90.0 0.01 0.0 0.0 2.8427
-81.09152 36.48355 1.506 27.0 81.0 60.0 -1.75 0.0 0.0 2.8434
-81.08922 36.47237 1.18 233.0 66.0 -84.0 -1.59 0.0 0.0 2.8446
-81.09251 36.47947 0.924 327.0 73.0 -25.0 -0.6 0.0 0.0 2.8645
-81.07284 36.45165 2.254 46.0 65.0 -82.0 0.12 0.0 0.0 2.9045
-81.10275 36.51156 0.089 245.0 62.0 -5.0 -0.29 0.0 0.0 2.9259
-81.09379 36.48671 0.317 136.0 35.0 -69.0 -0.77 0.0 0.0 2.9428
-81.09267 36.48434 0.976 270.0 63.0 -51.0 -1.12 0.0 0.0 2.9839
-81.10276 36.51001 2.129 234.0 39.0 -44.0 0.37 0.0 0.0 3.0793
-81.09671 36.50065 2.861 161.0 59.0 -21.0 0.63 0.0 0.0 3.1717
-81.10421 36.4903 1.537 224.0 57.0 -6.0 -1.21 0.0 0.0 3.2295
-81.11593 36.50429 0.078 80.0 83.0 -79.0 -1.35 0.0 0.0 3.2468
-81.11739 36.49146 0.087 68.0 74.0 52.0 -1.39 0.0 0.0 3.2756
-81.09486 36.48159 0.773 132.0 50.0 -17.0 -0.41 0.0 0.0 3.3052
-81.10089 36.51336 0.179 346.0 36.0 37.0 0.21 0.0 0.0 3.3211
-81.09179 36.47967 0.517 89.0 50.0 40.0 -0.17 0.0 0.0 3.3425
-81.09404 36.48002 2.469 181.0 71.0 22.0 -0.98 0.0 0.0 3.3683
-81.10262 36.49096 1.964 310.0 78.0 -62.0 -1.32 0.0 0.0 3.4012
-81.09376 36.4815 1.743 45.0 53.0 -33.0 -1.19 0.0 0.0 3.4586
-81.09071 36.47428 1.591 174.0 79.0 44.0 -2.21 0.0 0.0 3.4865
-81.0865 36.47918 0.804 355.0 88.0 46.0 -2.64 0.0 0.0 3.4897
-81.10146 36.47543 1.978 59.0 44.0 21.0 0.11 0.0 0.0 3.5325
