-81.10205 36.4732 2.247 287.0 89.0 -13.0 0.14 0.0 0.0 3.5665
-81.08237 36.47473 2.214 58.0 80.0 53.0 -2.02 0.0 0.0 3.596
-81.10628 36.49159 1.293 326.0 90.0 -73.0 -1.81 0.0 0.0 3.6295
-81.08324 36.47773 1.224 116.0 25.0 39.0 -1.92 0.0 0.0 3.6305
-81.11012 36.49457 0.125 228.0 20.0 78.0 -1.37 0.0 0.0 3.6377
-81.10336 36.49112 1.847 319.0 42.0 -38.0 -0.96 0.0 0.0 3.6455
-81.14735 36.42692 6.129 164.0 65.0 32.0 -1.2 0.0 0.0 3.6643
-81.05557 36.49751 2.155 278.0 64.0 -54.0 -0.77 0.0 0.0 3.6738
-81.08999 36.47852 1.108 302.0 90.0 -66.0 -1.08 0.0 0.0 3.6767
-81.08592 36.4735 0.95 57.0 87.0 81.0 -0.99 0.0 0.0 3.6802
-81.10278 36.48938 3.035 190.0 86.0 -46.0 -1.8 0.0 0.0 3.6828
-81.09341 36.45792 0.957 356.0 54.0 67.0 -1.54 0.0 0.0 3.689
-81.09288 36.48066 0.964 100.0 41.0 28.0 0.3 0.0 0.0 3.6913
-81.11237 36.49249 0.001 326.0 14.0 -36.0 -1.67 0.0 0.0 3.7175
-81.09911 36.48255 2.428 309.0 81.0 88.0 -1.61 0.0 0.0 3.7197
-81.09743 36.48261 0.247 333.0 64.0 -15.0 -0.22 0.0 0.0 3.7404
-81.0898 36.47909 0.944 258.0 59.0 58.0 -1.39 0.0 0.0 3.7597
-81.09772 36.48327 0.316 61.0 59.0 -52.0 -1.81 0.0 0.0 3.7666
-81.09919 36.50451 2.061 115.0 32.0 58.0 -1.0 0.0 0.0 3.7759
-81.1099 36.49212 1.904 153.0 64.0 69.0 -1.3 0.0 0.0 3.7817
-81.10399 36.49155 1.96 201.0 87.0 51.0 -1.82 0.0 0.0 3.7951
-81.14744 36.42706 6.05 171.0 78.0 -5.0 0.14 0.0 0.0 3.8723
-81.14798 36.42776 6.468 302.0 58.0 76.0 -0.78 0.0 0.0 3.8725
-81.14608 36.42951 6.67 273.0 30.0 8.0 -1.83 0.0 0.0 3.8733
-81.10094 36.51256 1.366 191.0 70.0 80.0 -0.23 0.0 0.0 3.9154
-81.09894 36.49299 2.043 145.0 81.0 -13.0 -1.41 0.0 0.0 3.9209
-81.14828 36.4278 6.418 166.0 35.0 -19.0 -1.18 0.0 0.0 3.9372
-81.10107 36.47452 2.378 46.0 24.0 -21.0 -1.29 0.0 0.0 3.9564
-81.10331 36.4972 1.442 72.0 81.0 -65.0 -1.3 0.0 0.0 4.0067
-81.10385 36.49755 1.39 240.0 86.0 -50.0 0.19 0.0 0.0 4.0092
-81.08688 36.47633 0.922 178.0 67.0 -35.0 -0.46 0.0 0.0 4.1162
-81.1005 36.48503 3.084 299.0 87.0 86.0 -1.19 0.0 0.0 4.2068
-81.08309 36.48901 1.199 177.0 56.0 29.0 -0.66 0.0 0.0 4.2314
-81.09976 36.48199 2.29 356.0 57.0 -18.0 -1.13 0.0 0.0 4.3284
-81.09484 36.47399 2.167 291.0 86.0 23.0 -0.74 0.0 0.0 4.3421
-81.09573 36.47278 1.671 128.0 56.0 13.0 -1.3 0.0 0.0 4.3801
-81.14879 36.42425 6.219 127.0 76.0 -54.0 -1.5 0.0 0.0 4.3863
-81.09153 36.47793 1.272 131.0 67.0 19.0 -1.57 0.0 0.0 4.3892
-81.09318 36.48133 1.177 187.0 40.0 -48.0 -1.63 0.0 0.0 4.3992
-81.10656 36.48384 0.643 11.0 85.0 -54.0 -0.32 0.0 0.0 4.4259
-81.10813 36.49421 1.08 162.0 54.0 30.0 -1.38 0.0 0.0 4.4272
-81.08441 36.47847 1.245 307.0 42.0 18.0 -0.55 0.0 0.0 4.4306
-81.10244 36.48405 3.141 130.0 85.0 -3.0 -0.66 0.0 0.0 4.4782
-81.07093 36.49909 1.447 338.0 87.0 20.0 1.65 0.0 0.0 4.4825
-81.09442 36.48127 1.655 135.0 84.0 -3.0 -2.24 0.0 0.0 4.4839
-81.10617 36.47332 2.185 352.0 54.0 26.0 -1.66 0.0 0.0 4.5431
-81.091 36.47939 0.898 289.0 89.0 -16.0 -0.95 0.0 0.0 4.5489
-81.08995 36.46542 1.558 13.0 64.0 38.0 -1.12 0.0 0.0 4.5727
-81.10281 36.4877 3.01 20.0 64.0 -17.0 -1.22 0.0 0.0 4.5885
-81.10178 36.4949 2.006 351.0 84.0 -90.0 -1.81 0.0 0.0 4.6046
-81.10392 36.49631 1.284 255.0 78.0 -25.0 -1.77 0.0 0.0 4.6062
-81.09934 36.49365 2.087 165.0 85.0 -67.0 -1.47 0.0 0.0 4.6082
-81.09945 36.49385 2.004 278.0 84.0 -36.0 -1.86 0.0 0.0 4.6136
-81.08442 36.47443 0.954 50.0 41.0 -76.0 -2.13 0.0 0.0 4.6154
-81.09042 36.47845 1.359 119.0 85.0 -30.0 -2.02 0.0 0.0 4.621
-81.0916 36.48018 0.804 291.0 41.0 45.0 -2.27 0.0 0.0 4.6228
-81.08975 36.47791 0.967 212.0 83.0 -70.0 -1.38 0.0 0.0 4.665
-81.09199 36.47916 0.97 207.0 52.0 -72.0 -1.79 0.0 0.0 4.6717
-81.09454 36.48099 0.853 124.0 61.0 -72.0 -1.97 0.0 0.0 4.672
-81.10112 36.51354 0.032 137.0 90.0 45.0 -1.98 0.0 0.0 4.6793
-81.08969 36.48293 0.48 232.0 88.0 53.0 -1.75 0.0 0.0 4.696
-81.08724 36.47864 0.784 285.0 18.0 -61.0 -1.79 0.0 0.0 4.6962
-81.08138 36.47518 2.035 257.0 84.0 -62.0 -1.26 0.0 0.0 4.7148
-81.10663 36.49489 1.43 93.0 82.0 59.0 -1.88 0.0 0.0 4.7258
-81.09655 36.48734 2.703 198.0 71.0 -26.0 -1.89 0.0 0.0 4.7482
-81.10107 36.4885 1.97 151.0 77.0 -90.0 -1.5 0.0 0.0 4.7484
-81.08704 36.47902 0.888 175.0 41.0 31.0 -1.82 0.0 0.0 4.7689
-81.14753 36.42761 6.52 120.0 14.0 -31.0 0.33 0.0 0.0 4.7708
-81.08548 36.47697 1.572 106.0 89.0 51.0 -1.49 0.0 0.0 4.7896
-81.1492 36.43261 6.589 153.0 66.0 -41.0 -1.62 0.0 0.0 4.7919
-81.11139 36.49493 0.039 234.0 41.0 -74.0 -1.78 0.0 0.0 4.7975
-81.08385 36.476 0.963 65.0 41.0 -44.0 -2.03 0.0 0.0 4.7981
-81.08342 36.47623 0.293 59.0 61.0 -71.0 -0.28 0.0 0.0 4.8038
-81.09915 36.493 2.036 44.0 88.0 30.0 -0.05 0.0 0.0 4.8056
-81.09855 36.49291 2.069 206.0 80.0 -75.0 -1.9 0.0 0.0 4.8062
-81.09808 36.49332 2.05 254.0 71.0 43.0 0.18 0.0 0.0 4.8161
-81.1032 36.51154 0.016 18.0 59.0 -35.0 -2.02 0.0 0.0 4.8211
-81.09794 36.49355 2.052 178.0 52.0 -1.0 -1.67 0.0 0.0 4.8222
-81.09391 36.49062 2.598 153.0 86.0 -42.0 -1.08 0.0 0.0 4.832
-81.10719 36.49197 1.401 347.0 69.0 -29.0 -1.83 0.0 0.0 4.8363
-81.09192 36.48017 0.912 354.0 42.0 -45.0 -1.49 0.0 0.0 4.8392
-81.08511 36.47333 0.958 238.0 87.0 16.0 -1.72 0.0 0.0 4.8493
-81.08736 36.4782 0.809 296.0 88.0 -17.0 -1.8 0.0 0.0 4.8532
-81.10268 36.48431 0.479 71.0 89.0 84.0 -1.8 0.0 0.0 4.8591
-81.0887 36.47896 1.132 341.0 33.0 -22.0 -2.13 0.0 0.0 4.8593
-81.10931 36.49733 0.001 200.0 90.0 63.0 -1.83 0.0 0.0 4.8697
-81.09962 36.50985 1.214 207.0 83.0 -80.0 -1.85 0.0 0.0 4.871
-81.09963 36.51017 1.124 92.0 68.0 33.0 -1.91 0.0 0.0 4.8712
-81.09568 36.48089 1.218 79.0 8.0 81.0 -1.41 0.0 0.0 4.8782
-81.14761 36.42784 6.514 357.0 71.0 -74.0 -1.31 0.0 0.0 4.9296
-81.07452 36.50028 2.677 37.0 76.0 59.0 -1.77 0.0 0.0 4.9315
-81.11837 36.50671 0.06 305.0 89.0 40.0 -1.25 0.0 0.0 4.9459
-81.1096 36.49498 0.086 134.0 74.0 -68.0 -1.39 0.0 0.0 4.9871
