event_name,event_time,event_mag,net,sta,comp,slat,slon,sevla,dist,snr,polarity,sharpness,ray_azimuth,take_off_angle,P_time,S_time
sparta1.9058,2020-08-11T09:52:00,-1.51,US,BLA,BHZ,37.2113,-80.42049,634.0,100.61538,-0.06440888844197223,x,x,36.986404,62.85266687847087,2020-08-11T09:52:17.350174Z,2020-08-11T09:52:29.084122Z
sparta1.9134,2020-08-11T10:02:58,-1.58,ET,GFM,HHZ,36.111,-81.807,1726.0,76.13357,-2.924361530303981,x,x,235.99509,62.83837187941068,2020-08-11T10:03:11.128136Z,2020-08-11T10:03:20.006668Z
sparta1.9134,2020-08-11T10:02:58,-1.58,ET,S1NC,HHZ,36.4787,-81.09453,874.0,2.2540877,1.8112150719475453,x,x,152.81885,,2020-08-11T10:02:58.461142Z,2020-08-11T10:02:58.779782Z
sparta1.9134,2020-08-11T10:02:58,-1.58,ET,S2NC,HHZ,36.46379,-81.14582,934.0,5.11025,2.516043828660906,U,E,224.27739,,2020-08-11T10:02:58.910413Z,2020-08-11T10:02:59.532882Z
sparta1.9134,2020-08-11T10:02:58,-1.58,N4,U54A,HHZ,36.5209,-81.8204,837.0,64.050766,0.4095909467035971,x,x,272.6077,,2020-08-11T10:03:09.045723Z,2020-08-11T10:03:16.515915Z
sparta1.9134,2020-08-11T10:02:58,-1.58,N4,U56A,HHZ,36.3472,-80.3829,363.0,66.940475,2.348583482695534,D,E,104.141785,,2020-08-11T10:03:09.543722Z,2020-08-11T10:03:17.350697Z
sparta1.9134,2020-08-11T10:02:58,-1.58,N4,V55A,HHZ,35.8518,-81.2149,313.0,72.234764,1.2090065438503546,x,x,187.82562,,2020-08-11T10:03:10.447000Z,2020-08-11T10:03:18.870962Z
sparta1.9134,2020-08-11T10:02:58,-1.58,US,BLA,BHZ,37.2113,-80.42049,634.0,100.12656,1.0970324144064587,x,x,37.42831,62.838164586009825,2020-08-11T10:03:15.264274Z,2020-08-11T10:03:26.940103Z
sparta1.9149,2020-08-11T10:05:02,-1.67,ET,GFM,HHZ,36.111,-81.807,1726.0,76.78942,-4.1230436515569995,x,x,236.49548,62.84773460273648,2020-08-11T10:05:15.242764Z,2020-08-11T10:05:24.198853Z
sparta1.9149,2020-08-11T10:05:02,-1.67,ET,S1NC,HHZ,36.4787,-81.09453,874.0,1.8248763,0.918522219155823,x,x,176.30516,,2020-08-11T10:05:02.466925Z,2020-08-11T10:05:02.789470Z
sparta1.9149,2020-08-11T10:05:02,-1.67,ET,S2NC,HHZ,36.46379,-81.14582,934.0,5.6691704,-0.9744535130716383,x,x,232.20593,,2020-08-11T10:05:03.030997Z,2020-08-11T10:05:03.735021Z
sparta1.9149,2020-08-11T10:05:02,-1.67,N4,U54A,HHZ,36.5209,-81.8204,837.0,64.97024,0.6743815322741407,x,x,272.73932,,2020-08-11T10:05:13.206276Z,2020-08-11T10:05:20.785101Z
sparta1.9149,2020-08-11T10:05:02,-1.67,N4,U56A,HHZ,36.3472,-80.3829,363.0,66.01126,-0.23783896214932132,x,x,104.18625,,2020-08-11T10:05:13.385593Z,2020-08-11T10:05:21.085691Z
sparta1.9149,2020-08-11T10:05:02,-1.67,N4,V55A,HHZ,35.8518,-81.2149,313.0,72.182526,0.6059483813660246,x,x,188.56863,,2020-08-11T10:05:14.439756Z,2020-08-11T10:05:22.858858Z
sparta1.9149,2020-08-11T10:05:02,-1.67,US,BLA,BHZ,37.2113,-80.42049,634.0,99.72205,-0.09913375598690001,x,x,36.954037,62.84751798031297,2020-08-11T10:05:19.195498Z,2020-08-11T10:05:30.824799Z
sparta1.9372,2020-08-11T10:37:13,-1.64,ET,GFM,HHZ,36.111,-81.807,1726.0,76.43005,-0.6435684335110112,x,x,236.97072,,2020-08-11T10:37:26.177868Z,2020-08-11T10:37:35.090065Z
sparta1.9372,2020-08-11T10:37:13,-1.64,ET,S1NC,HHZ,36.4787,-81.09453,874.0,1.0952108,0.5571113105629836,x,x,176.34912,,2020-08-11T10:37:13.196379Z,2020-08-11T10:37:13.335954Z
sparta1.9372,2020-08-11T10:37:13,-1.64,ET,S2NC,HHZ,36.46379,-81.14582,934.0,5.295427,0.05258086139431238,x,x,238.76309,,2020-08-11T10:37:13.906810Z,2020-08-11T10:37:14.526855Z
sparta1.9372,2020-08-11T10:37:13,-1.64,N4,U54A,HHZ,36.5209,-81.8204,837.0,65.056885,-0.361694085566405,x,x,273.3781,,2020-08-11T10:37:24.217186Z,2020-08-11T10:37:31.803377Z
sparta1.9372,2020-08-11T10:37:13,-1.64,N4,U56A,HHZ,36.3472,-80.3829,363.0,65.7901,1.2308798276648232,x,x,103.58203,,2020-08-11T10:37:24.343542Z,2020-08-11T10:37:32.015186Z
sparta1.9372,2020-08-11T10:37:13,-1.64,N4,V55A,HHZ,35.8518,-81.2149,313.0,71.46986,0.21760320020127966,x,x,188.69385,,2020-08-11T10:37:25.313554Z,2020-08-11T10:37:33.647306Z
sparta1.9372,2020-08-11T10:37:13,-1.64,US,BLA,BHZ,37.2113,-80.42049,634.0,100.27625,-1.902805240830821,x,x,36.68243,89.82502364875101,2020-08-11T10:37:30.289650Z,2020-08-11T10:37:41.982651Z
sparta1.9404,2020-08-11T10:41:50,-1.46,ET,GFM,HHZ,36.111,-81.807,1726.0,76.45662,1.131254559757939,x,x,237.24234,,2020-08-11T10:42:03.182728Z,2020-08-11T10:42:12.098209Z
sparta1.9404,2020-08-11T10:41:50,-1.46,ET,S1NC,HHZ,36.4787,-81.09453,874.0,0.81827533,1.4666654845113811,x,x,190.44646,,2020-08-11T10:41:50.206567Z,2020-08-11T10:41:50.353030Z
sparta1.9404,2020-08-11T10:41:50,-1.46,ET,S2NC,HHZ,36.46379,-81.14582,934.0,5.344514,0.3453864412598085,x,x,242.62225,,2020-08-11T10:41:50.926060Z,2020-08-11T10:41:51.558995Z
sparta1.9404,2020-08-11T10:41:50,-1.46,N4,U54A,HHZ,36.5209,-81.8204,837.0,65.29216,0.7690105510700762,x,x,273.6208,,2020-08-11T10:42:01.258232Z,2020-08-11T10:42:08.872173Z
sparta1.9404,2020-08-11T10:41:50,-1.46,N4,U56A,HHZ,36.3472,-80.3829,363.0,65.510826,-2.412449436744494,x,x,103.3832,,2020-08-11T10:42:01.295870Z,2020-08-11T10:42:08.935265Z
sparta1.9404,2020-08-11T10:41:50,-1.46,N4,V55A,HHZ,35.8518,-81.2149,313.0,71.21833,-1.6328451798743187,x,x,188.90378,,2020-08-11T10:42:02.270559Z,2020-08-11T10:42:10.575227Z
sparta1.9404,2020-08-11T10:41:50,-1.46,US,BLA,BHZ,37.2113,-80.42049,634.0,100.37776,-0.04943439319485374,x,x,36.485764,62.82780347728303,2020-08-11T10:42:07.307091Z,2020-08-11T10:42:19.011887Z
sparta1.945,2020-08-11T10:48:28,0.37,ET,GFM,HHZ,36.111,-81.807,1726.0,75.823135,1.7106804522746724,x,x,237.55211,,2020-08-11T10:48:41.073269Z,2020-08-11T10:48:49.914728Z
sparta1.945,2020-08-11T10:48:28,0.37,ET,S1NC,HHZ,36.4787,-81.09453,874.0,0.19829242,8.06119009232479,D,E,125.19638,,2020-08-11T10:48:28.105684Z,2020-08-11T10:48:28.183922Z
sparta1.945,2020-08-11T10:48:28,0.37,ET,S2NC,HHZ,36.46379,-81.14582,934.0,4.77461,3.1510989415821755,U,E,248.27351,,2020-08-11T10:48:28.820613Z,2020-08-11T10:48:29.382337Z
sparta1.945,2020-08-11T10:48:28,0.37,N4,U54A,HHZ,36.5209,-81.8204,837.0,65.029854,0.7321105711317498,x,x,274.24307,,2020-08-11T10:48:39.212622Z,2020-08-11T10:48:46.795723Z
sparta1.945,2020-08-11T10:48:28,0.37,N4,U56A,HHZ,36.3472,-80.3829,363.0,65.65721,0.1550270533820281,x,x,102.73234,,2020-08-11T10:48:39.320724Z,2020-08-11T10:48:46.976934Z
sparta1.945,2020-08-11T10:48:28,0.37,N4,V55A,HHZ,35.8518,-81.2149,313.0,70.48848,0.49228984361984884,x,x,188.73932,,2020-08-11T10:48:40.153427Z,2020-08-11T10:48:48.372793Z
sparta1.945,2020-08-11T10:48:28,0.37,US,BLA,BHZ,37.2113,-80.42049,634.0,101.11756,1.0648158821732052,x,x,36.392513,89.90846136201452,2020-08-11T10:48:45.434634Z,2020-08-11T10:48:57.225686Z
sparta1.9463,2020-08-11T10:50:17,2.22,ET,GFM,HHZ,36.111,-81.807,1726.0,76.49454,9.699741043683485,D,E,235.1491,89.68747560957954,2020-08-11T10:50:30.189186Z,2020-08-11T10:50:39.109039Z
sparta1.9463,2020-08-11T10:50:17,2.22,ET,S1NC,HHZ,36.4787,-81.09453,874.0,3.421353,24.7988560170791,D,E,156.44202,,2020-08-11T10:50:17.579980Z,2020-08-11T10:50:17.978978Z
sparta1.9463,2020-08-11T10:50:17,2.22,ET,S2NC,HHZ,36.46379,-81.14582,934.0,5.7771797,20.223016496010434,D,E,213.9911,,2020-08-11T10:50:17.986158Z,2020-08-11T10:50:18.659858Z
sparta1.9463,2020-08-11T10:50:17,2.22,N4,U54A,HHZ,36.5209,-81.8204,837.0,63.671753,13.192729526518336,D,E,271.6025,89.75146537331767,2020-08-11T10:50:27.978447Z,2020-08-11T10:50:35.403177Z
sparta1.9463,2020-08-11T10:50:17,2.22,N4,U56A,HHZ,36.3472,-80.3829,363.0,67.55183,9.240769412040065,D,E,104.99988,89.73184879628198,2020-08-11T10:50:28.647393Z,2020-08-11T10:50:36.524531Z
sparta1.9463,2020-08-11T10:50:17,2.22,N4,V55A,HHZ,35.8518,-81.2149,313.0,73.31098,11.97578466594467,D,E,187.44162,89.70316135099402,2020-08-11T10:50:29.631147Z,2020-08-11T10:50:38.179689Z
sparta1.9463,2020-08-11T10:50:17,2.22,US,BLA,BHZ,37.2113,-80.42049,634.0,99.43811,7.224461890486891,D,E,37.97662,89.57703056806866,2020-08-11T10:50:34.145542Z,2020-08-11T10:50:45.741081Z
sparta1.9657,2020-08-11T11:18:11,-1.13,ET,GFM,HHZ,36.111,-81.807,1726.0,75.77426,0.6404369997113173,x,x,236.38959,89.66379374883213,2020-08-11T11:18:24.065025Z,2020-08-11T11:18:32.900909Z
sparta1.9657,2020-08-11T11:18:11,-1.13,ET,S1NC,HHZ,36.4787,-81.09453,874.0,1.7188284,2.065662579718491,D,E,142.88376,,2020-08-11T11:18:11.286371Z,2020-08-11T11:18:11.486807Z
sparta1.9657,2020-08-11T11:18:11,-1.13,ET,S2NC,HHZ,36.46379,-81.14582,934.0,4.6712294,0.6153896762050758,x,x,229.65282,,2020-08-11T11:18:11.795428Z,2020-08-11T11:18:12.340140Z
sparta1.9657,2020-08-11T11:18:11,-1.13,N4,U54A,HHZ,36.5209,-81.8204,837.0,64.07527,0.9589350843550084,x,x,273.17474,89.71722668573845,2020-08-11T11:18:22.048044Z,2020-08-11T11:18:29.519842Z
sparta1.9657,2020-08-11T11:18:11,-1.13,N4,U56A,HHZ,36.3472,-80.3829,363.0,66.79559,0.2301218514866951,x,x,103.612366,89.70477614968635,2020-08-11T11:18:22.517025Z,2020-08-11T11:18:30.305998Z
sparta1.9657,2020-08-11T11:18:11,-1.13,N4,V55A,HHZ,35.8518,-81.2149,313.0,71.60515,2.1375432321450774,D,E,187.88875,89.68280891307607,2020-08-11T11:18:23.346062Z,2020-08-11T11:18:31.695711Z
sparta1.9657,2020-08-11T11:18:11,-1.13,US,BLA,BHZ,37.2113,-80.42049,634.0,100.63575,1.0612155449453629,x,x,37.212112,89.55086269580566,2020-08-11T11:18:28.352076Z,2020-08-11T11:18:40.087296Z
sparta2.0282,2020-08-11T12:48:10,0.33,ET,GFM,HHZ,36.111,-81.807,1726.0,75.77076,0.8291701106268995,x,x,237.73782,,2020-08-11T12:48:23.064251Z,2020-08-11T12:48:31.899612Z
sparta2.0282,2020-08-11T12:48:10,0.33,ET,S1NC,HHZ,36.4787,-81.09453,874.0,0.14216636,8.689091619106723,D,E,31.939331,,2020-08-11T12:48:10.108088Z,2020-08-11T12:48:10.187953Z
sparta2.0282,2020-08-11T12:48:10,0.33,ET,S2NC,HHZ,36.46379,-81.14582,934.0,4.774876,1.6165295313576158,x,x,251.28,,2020-08-11T12:48:10.821338Z,2020-08-11T12:48:11.383551Z
sparta2.0282,2020-08-11T12:48:10,0.33,N4,U54A,HHZ,36.5209,-81.8204,837.0,65.13423,-1.8029243150393754,x,x,274.4441,,2020-08-11T12:48:21.230642Z,2020-08-11T12:48:28.825930Z
sparta2.0282,2020-08-11T12:48:10,0.33,N4,U56A,HHZ,36.3472,-80.3829,363.0,65.52107,-0.543406027178595,x,x,102.549255,,2020-08-11T12:48:21.297280Z,2020-08-11T12:48:28.937633Z
sparta2.0282,2020-08-11T12:48:10,0.33,N4,V55A,HHZ,35.8518,-81.2149,313.0,70.26956,-0.22186268582473623,x,x,188.83897,,2020-08-11T12:48:22.115704Z,2020-08-11T12:48:30.309561Z
sparta2.0282,2020-08-11T12:48:10,0.33,US,BLA,BHZ,37.2113,-80.42049,634.0,101.25538,-2.350051714416663,x,x,36.27467,89.92375745754147,2020-08-11T12:48:27.458385Z,2020-08-11T12:48:39.265500Z
sparta2.1146,2020-08-11T14:52:41,-0.1,ET,GFM,HHZ,36.111,-81.807,1726.0,76.97364,1.093943949218897,x,x,236.7067,62.83130774016744,2020-08-11T14:52:54.272106Z,2020-08-11T14:53:03.248032Z
sparta2.1146,2020-08-11T14:52:41,-0.1,ET,S1NC,HHZ,36.4787,-81.09453,874.0,1.6989052,2.745450651919645,U,E,186.44691,,2020-08-11T14:52:41.342932Z,2020-08-11T14:52:41.581620Z
sparta2.1146,2020-08-11T14:52:41,-0.1,ET,S2NC,HHZ,36.46379,-81.14582,934.0,5.8387423,1.4081703166378032,x,x,235.09384,,2020-08-11T14:52:42.015770Z,2020-08-11T14:52:42.709442Z
sparta2.1146,2020-08-11T14:52:41,-0.1,N4,U54A,HHZ,36.5209,-81.8204,837.0,65.28464,1.123166296100653,x,x,272.8449,,2020-08-11T14:52:52.257286Z,2020-08-11T14:52:59.870600Z
sparta2.1146,2020-08-11T14:52:41,-0.1,N4,U56A,HHZ,36.3472,-80.3829,363.0,65.67982,1.1351412360552984,x,x,104.141785,,2020-08-11T14:52:52.325348Z,2020-08-11T14:52:59.984692Z
sparta2.1146,2020-08-11T14:52:41,-0.1,N4,V55A,HHZ,35.8518,-81.2149,313.0,72.097755,-0.9435659858593926,x,x,188.82867,,2020-08-11T14:52:53.431454Z,2020-08-11T14:53:01.838850Z
sparta2.1146,2020-08-11T14:52:41,-0.1,US,BLA,BHZ,37.2113,-80.42049,634.0,99.64346,0.6721740922329879,x,x,36.768482,62.83112140892315,2020-08-11T14:52:58.180590Z,2020-08-11T14:53:09.799831Z
sparta2.1388,2020-08-11T15:27:29,-0.94,ET,GFM,HHZ,36.111,-81.807,1726.0,75.4636,0.2963249599301103,x,x,238.46236,62.85068284759915,2020-08-11T15:27:42.014942Z,2020-08-11T15:27:50.816971Z
sparta2.1388,2020-08-11T15:27:29,-0.94,ET,S1NC,HHZ,36.4787,-81.09453,874.0,1.1058538,3.695526767898562,U,E,351.25165,,2020-08-11T15:27:29.421779Z,2020-08-11T15:27:29.713792Z
sparta2.1388,2020-08-11T15:27:29,-0.94,ET,S2NC,HHZ,36.46379,-81.14582,934.0,4.798514,3.923619644117246,U,E,263.2982,,2020-08-11T15:27:29.903456Z,2020-08-11T15:27:30.521224Z
sparta2.1388,2020-08-11T15:27:29,-0.94,N4,U54A,HHZ,36.5209,-81.8204,837.0,65.45919,-0.08885946708790733,x,x,275.2777,,2020-08-11T15:27:40.291332Z,2020-08-11T15:27:47.927662Z
sparta2.1388,2020-08-11T15:27:29,-0.94,N4,U56A,HHZ,36.3472,-80.3829,363.0,65.07837,-1.3860239475398575,x,x,101.76183,,2020-08-11T15:27:40.225664Z,2020-08-11T15:27:47.817568Z
sparta2.1388,2020-08-11T15:27:29,-0.94,N4,V55A,HHZ,35.8518,-81.2149,313.0,69.347275,0.05243411193585519,x,x,189.16277,,2020-08-11T15:27:40.951944Z,2020-08-11T15:27:49.041151Z
sparta2.1388,2020-08-11T15:27:29,-0.94,US,BLA,BHZ,37.2113,-80.42049,634.0,101.89818,-0.33499546031134425,x,x,35.84249,62.85041941914978,2020-08-11T15:27:46.570925Z,2020-08-11T15:27:58.454147Z
sparta2.1967,2020-08-11T16:50:48,0.66,ET,GFM,HHZ,36.111,-81.807,1726.0,75.850075,-2.9783816294545313,x,x,236.1896,,2020-08-11T16:51:01.078020Z,2020-08-11T16:51:09.922691Z
sparta2.1967,2020-08-11T16:50:48,0.66,ET,S1NC,HHZ,36.4787,-81.09453,874.0,1.9798712,2.1537822444446917,D,E,145.52802,,2020-08-11T16:50:48.358491Z,2020-08-11T16:50:48.607702Z
sparta2.1967,2020-08-11T16:50:48,0.66,ET,S2NC,HHZ,36.46379,-81.14582,934.0,4.7837534,-0.7162588440273266,x,x,226.61617,,2020-08-11T16:50:48.826420Z,2020-08-11T16:50:49.392046Z
sparta2.1967,2020-08-11T16:50:48,0.66,N4,U54A,HHZ,36.5209,-81.8204,837.0,63.978024,-2.1664983064269943,x,x,272.94443,,2020-08-11T16:50:59.031469Z,2020-08-11T16:51:06.492052Z
sparta2.1967,2020-08-11T16:50:48,0.66,N4,U56A,HHZ,36.3472,-80.3829,363.0,66.93863,-3.4119910178487745,x,x,103.812645,,2020-08-11T16:50:59.541809Z,2020-08-11T16:51:07.347538Z
sparta2.1967,2020-08-11T16:50:48,0.66,N4,V55A,HHZ,35.8518,-81.2149,313.0,71.852936,0.7768928715861333,x,x,187.79369,,2020-08-11T16:51:00.379789Z,2020-08-11T16:51:08.758337Z
sparta2.1967,2020-08-11T16:50:48,0.66,US,BLA,BHZ,37.2113,-80.42049,634.0,100.47809,-1.1351799483814278,x,x,37.339638,62.82521337632116,2020-08-11T16:51:05.324369Z,2020-08-11T16:51:17.040852Z
sparta2.1989,2020-08-11T16:53:59,0.31,ET,GFM,HHZ,36.111,-81.807,1726.0,74.998795,-0.6389944636752375,x,x,239.5008,89.68489854122636,2020-08-11T16:54:11.931290Z,2020-08-11T16:54:20.676729Z
sparta2.1989,2020-08-11T16:53:59,0.31,ET,S1NC,HHZ,36.4787,-81.09453,874.0,2.5428264,12.665173539099385,U,E,349.32373,,2020-08-11T16:53:59.428483Z,2020-08-11T16:53:59.725024Z
sparta2.1989,2020-08-11T16:53:59,0.31,ET,S2NC,HHZ,36.46379,-81.14582,934.0,5.138785,13.396160852500042,U,E,279.47552,,2020-08-11T16:53:59.876071Z,2020-08-11T16:54:00.475318Z
sparta2.1989,2020-08-11T16:53:59,0.31,N4,U54A,HHZ,36.5209,-81.8204,837.0,65.904495,-0.5199647384812605,x,x,276.4725,89.72884533642684,2020-08-11T16:54:10.363411Z,2020-08-11T16:54:18.048492Z
sparta2.1989,2020-08-11T16:53:59,0.31,N4,U56A,HHZ,36.3472,-80.3829,363.0,64.50861,0.7324539403616595,x,x,100.596245,89.73566940091813,2020-08-11T16:54:10.113674Z,2020-08-11T16:54:17.635946Z
sparta2.1989,2020-08-11T16:53:59,0.31,N4,V55A,HHZ,35.8518,-81.2149,313.0,68.00967,-0.18445935550663514,x,x,189.60535,89.718606255538,2020-08-11T16:54:10.717107Z,2020-08-11T16:54:18.647482Z
sparta2.1989,2020-08-11T16:53:59,0.31,US,BLA,BHZ,37.2113,-80.42049,634.0,102.86593,-0.8559007740243264,x,x,35.24924,89.55357164372965,2020-08-11T16:54:16.736555Z,2020-08-11T16:54:28.731796Z
sparta2.2356,2020-08-11T17:46:51,0.3,ET,GFM,HHZ,36.111,-81.807,1726.0,77.465935,1.6287981436947452,x,x,234.85367,89.68936917817858,2020-08-11T17:47:04.356665Z,2020-08-11T17:47:13.389786Z
sparta2.2356,2020-08-11T17:46:51,0.3,ET,S1NC,HHZ,36.4787,-81.09453,874.0,4.1018615,3.9412452823987736,D,E,168.72482,,2020-08-11T17:46:51.697327Z,2020-08-11T17:46:52.175685Z
sparta2.2356,2020-08-11T17:46:51,0.3,ET,S2NC,HHZ,36.46379,-81.14582,934.0,6.828164,10.835811713579934,D,E,213.7685,,2020-08-11T17:46:52.167379Z,2020-08-11T17:46:52.963637Z
sparta2.2356,2020-08-11T17:46:51,0.3,N4,U54A,HHZ,36.5209,-81.8204,837.0,64.21823,0.36129105073923834,x,x,270.80157,89.75672107135252,2020-08-11T17:47:02.072666Z,2020-08-11T17:47:09.561117Z
sparta2.2356,2020-08-11T17:46:51,0.3,N4,U56A,HHZ,36.3472,-80.3829,363.0,67.2428,0.25740622065974894,x,x,105.85783,89.74107541285295,2020-08-11T17:47:02.594105Z,2020-08-11T17:47:10.435204Z
sparta2.2356,2020-08-11T17:46:51,0.3,N4,V55A,HHZ,35.8518,-81.2149,313.0,74.26449,-1.40393642739267,x,x,187.78914,89.70539546804363,2020-08-11T17:47:03.804543Z,2020-08-11T17:47:12.464264Z
sparta2.2356,2020-08-11T17:46:51,0.3,US,BLA,BHZ,37.2113,-80.42049,634.0,98.39165,-0.33371848583534836,x,x,38.03856,89.58723417652375,2020-08-11T17:47:07.965103Z,2020-08-11T17:47:19.438614Z
sparta2.2497,2020-08-11T18:07:10,0.18,ET,GFM,HHZ,36.111,-81.807,1726.0,77.607834,-0.3491499664902683,x,x,235.94235,62.86532884865313,2020-08-11T18:07:23.388498Z,2020-08-11T18:07:32.443161Z
sparta2.2497,2020-08-11T18:07:10,0.18,ET,S1NC,HHZ,36.4787,-81.09453,874.0,2.9012914,6.356359840730015,U,E,182.90425,,2020-08-11T18:07:10.719720Z,2020-08-11T18:07:11.213230Z
sparta2.2497,2020-08-11T18:07:10,0.18,ET,S2NC,HHZ,36.46379,-81.14582,934.0,6.5740485,8.454494266390743,U,E,226.19556,,2020-08-11T18:07:11.241643Z,2020-08-11T18:07:12.088126Z
sparta2.2497,2020-08-11T18:07:10,0.18,N4,U54A,HHZ,36.5209,-81.8204,837.0,65.192055,0.9105732175380523,x,x,271.7849,,2020-08-11T18:07:21.250470Z,2020-08-11T18:07:28.859185Z
sparta2.2497,2020-08-11T18:07:10,0.18,N4,U56A,HHZ,36.3472,-80.3829,363.0,66.02793,0.2631387779392378,x,x,105.14989,,2020-08-11T18:07:21.394337Z,2020-08-11T18:07:29.100355Z
sparta2.2497,2020-08-11T18:07:10,0.18,N4,V55A,HHZ,35.8518,-81.2149,313.0,73.286476,1.7432864601896978,x,x,188.64948,62.86533739542232,2020-08-11T18:07:22.635080Z,2020-08-11T18:07:31.186285Z
sparta2.2497,2020-08-11T18:07:10,0.18,US,BLA,BHZ,37.2113,-80.42049,634.0,98.70375,-0.7744577772459265,x,x,37.20872,62.86510243766735,2020-08-11T18:07:27.023258Z,2020-08-11T18:07:38.535957Z
sparta2.2507,2020-08-11T18:08:35,-0.49,ET,GFM,HHZ,36.111,-81.807,1726.0,76.81079,-0.20092773289946403,x,x,236.72925,62.88919541318642,2020-08-11T18:08:48.261261Z,2020-08-11T18:08:57.229881Z
sparta2.2507,2020-08-11T18:08:35,-0.49,ET,S1NC,HHZ,36.4787,-81.09453,874.0,1.5742376,3.706913115664789,U,E,182.61378,,2020-08-11T18:08:35.802345Z,2020-08-11T18:08:36.351735Z
sparta2.2507,2020-08-11T18:08:35,-0.49,ET,S2NC,HHZ,36.46379,-81.14582,934.0,5.6751304,4.5325388847352,U,E,235.3627,,2020-08-11T18:08:36.232224Z,2020-08-11T18:08:37.072372Z
sparta2.2507,2020-08-11T18:08:35,-0.49,N4,U54A,HHZ,36.5209,-81.8204,837.0,65.17169,-1.167686905153398,x,x,272.9508,,2020-08-11T18:08:46.259284Z,2020-08-11T18:08:53.873887Z
sparta2.2507,2020-08-11T18:08:35,-0.49,N4,U56A,HHZ,36.3472,-80.3829,363.0,65.767075,-1.324145735117549,x,x,104.01806,,2020-08-11T18:08:46.361610Z,2020-08-11T18:08:54.045418Z
sparta2.2507,2020-08-11T18:08:35,-0.49,N4,V55A,HHZ,35.8518,-81.2149,313.0,71.96538,0.7013908297373305,x,x,188.74843,62.88921033631216,2020-08-11T18:08:47.418478Z,2020-08-11T18:08:55.823221Z
sparta2.2507,2020-08-11T18:08:35,-0.49,US,BLA,BHZ,37.2113,-80.42049,634.0,99.80724,-1.5235714367233903,x,x,36.782684,62.888903833294876,2020-08-11T18:08:52.220294Z,2020-08-11T18:09:03.866410Z
sparta2.2597,2020-08-11T18:21:35,-0.63,ET,GFM,HHZ,36.111,-81.807,1726.0,75.80414,-0.4828434216180489,x,x,236.0021,89.67348404853172,2020-08-11T18:21:48.070166Z,2020-08-11T18:21:56.909527Z
sparta2.2597,2020-08-11T18:21:35,-0.63,ET,S1NC,HHZ,36.4787,-81.09453,874.0,2.2273495,1.9067212696541271,x,x,144.40831,,2020-08-11T18:21:35.374072Z,2020-08-11T18:21:35.633817Z
sparta2.2597,2020-08-11T18:21:35,-0.63,ET,S2NC,HHZ,36.46379,-81.14582,934.0,4.7856483,2.5721917607812905,U,E,223.61086,,2020-08-11T18:21:35.815168Z,2020-08-11T18:21:36.373229Z
sparta2.2597,2020-08-11T18:21:35,-0.63,N4,U54A,HHZ,36.5209,-81.8204,837.0,63.793602,-0.24536934493050572,x,x,272.79077,89.73019129992288,2020-08-11T18:21:45.999470Z,2020-08-11T18:21:53.438417Z
sparta2.2597,2020-08-11T18:21:35,-0.63,N4,U56A,HHZ,36.3472,-80.3829,363.0,67.1521,-0.0167648874428231,x,x,103.92405,89.71423697783499,2020-08-11T18:21:46.578485Z,2020-08-11T18:21:54.409023Z
sparta2.2597,2020-08-11T18:21:35,-0.63,N4,V55A,HHZ,35.8518,-81.2149,313.0,72.00679,-1.3584975438194815,x,x,187.63472,89.69132026268035,2020-08-11T18:21:47.406299Z,2020-08-11T18:21:55.802774Z
sparta2.2597,2020-08-11T18:21:35,-0.63,US,BLA,BHZ,37.2113,-80.42049,634.0,100.44258,1.0522391548750745,x,x,37.48009,89.55915202164867,2020-08-11T18:21:52.318757Z,2020-08-11T18:22:04.031442Z
sparta2.2877,2020-08-11T19:01:52,-1.05,ET,GFM,HHZ,36.111,-81.807,1726.0,76.77516,0.6171477814707873,x,x,238.22272,89.69803882240171,2020-08-11T19:02:05.237547Z,2020-08-11T19:02:14.190109Z
sparta2.2877,2020-08-11T19:01:52,-1.05,ET,S1NC,HHZ,36.4787,-81.09453,874.0,1.12027,2.01919033048432,U,E,276.49084,,2020-08-11T19:01:52.183420Z,2020-08-11T19:01:52.314230Z
sparta2.2877,2020-08-11T19:01:52,-1.05,ET,S2NC,HHZ,36.46379,-81.14582,934.0,5.911128,2.5737153781664768,U,E,255.04088,,2020-08-11T19:01:53.009284Z,2020-08-11T19:01:53.698620Z
sparta2.2877,2020-08-11T19:01:52,-1.05,N4,U54A,HHZ,36.5209,-81.8204,837.0,66.31948,-1.1409954017443549,x,x,274.37744,89.75187772167331,2020-08-11T19:02:03.434948Z,2020-08-11T19:02:11.168409Z
sparta2.2877,2020-08-11T19:01:52,-1.05,N4,U56A,HHZ,36.3472,-80.3829,363.0,64.36037,0.7683515927782469,x,x,102.781876,89.76221435675703,2020-08-11T19:02:03.097099Z,2020-08-11T19:02:10.602076Z
sparta2.2877,2020-08-11T19:01:52,-1.05,N4,V55A,HHZ,35.8518,-81.2149,313.0,70.456184,-0.43298409611330546,x,x,189.80246,89.7303424818324,2020-08-11T19:02:04.138910Z,2020-08-11T19:02:12.354551Z
sparta2.2877,2020-08-11T19:01:52,-1.05,US,BLA,BHZ,37.2113,-80.42049,634.0,100.56163,-1.925153596975329,x,x,35.734764,89.58082362679302,2020-08-11T19:02:09.339224Z,2020-08-11T19:02:21.065750Z
